review_id,date,brand,source,text,sentiment
EVVN-00029,2021-09-13,Kia,YouTube,"Sau khi dùng xe một thời gian, đây là mẫu xe đáng cân nhắc nhưng cần xem thêm các đối thủ, ở thời điểm hiện tại.",neutral
EVVN-00030,2021-09-13,Wuling,Forum,"Tầm hoạt động thực tế thấp hơn kỳ vọng, nhất là khi chạy cao tốc.",negative
EVVN-00031,2021-09-13,BYD,YouTube,"Khả năng vận hành ở mức ổn, chưa thấy vấn đề nghiêm trọng.",neutral
EVVN-00032,2021-09-13,VinFast,Forum,"Qua lần lái thử, thiết kế ổn, nhưng mình vẫn cần thêm thời gian để quyết định.",neutral
EVVN-00033,2021-09-13,BYD,Facebook,"Mạng lưới trạm sạc ở khu vực mình sống chưa thật sự thuận tiện, ở thời điểm hiện tại.",negative
EVVN-00034,2021-09-13,Tesla,Facebook,"Sau khi dùng xe một thời gian, không gian nội thất rộng, ngồi hàng ghế sau khá thoải mái.",positive
EVVN-00036,2021-09-13,BYD,Dealer,Mình mới lái thử nên chưa thể đánh giá chính xác về độ bền.,neutral
EVVN-00037,2021-09-14,BYD,YouTube,Mình thấy trải nghiệm thực tế chưa tốt như những bài quảng cáo mình xem.,negative
EVVN-00038,2021-09-14,VinFast,YouTube,"Sau chuyến đi gần đây, xe đi trong phố nhẹ nhàng, phù hợp nhu cầu gia đình.",positive
EVVN-00039,2021-09-14,BYD,YouTube,"Thông số nhà sản xuất khá tốt nhưng cần kiểm chứng qua sử dụng thực tế, nếu chủ yếu đi trong thành phố.",neutral
EVVN-00040,2021-09-15,VinFast,Review site,Mình thấy mức giảm giá sau khi mua khiến mình cảm thấy hơi tiếc.,negative
EVVN-00041,2021-09-15,VinFast,Forum,"Sau khi dùng xe một thời gian, tầm hoạt động thực tế khá tốt nếu chạy trong điều kiện bình thường.",positive
EVVN-00042,2021-09-16,Kia,Dealer,"Sau chuyến đi gần đây, mình thích cảm giác lái và độ ổn định của xe, so với các mẫu xe mình từng trải nghiệm.",positive
EVVN-00044,2021-09-16,Tesla,Facebook,"Sau khi dùng xe một thời gian, xe có nhiều tính năng thông minh trong tầm giá.",positive
EVVN-00045,2021-09-16,Hyundai,YouTube,"Sau khi dùng xe một thời gian, thiết kế đẹp, nội thất hiện đại và nhiều công nghệ.",positive
EVVN-00046,2021-09-16,VinFast,Forum,"Tầm hoạt động thực tế thấp hơn kỳ vọng, nhất là khi chạy cao tốc.",negative
EVVN-00048,2021-09-16,Tesla,Dealer,"Phụ tùng và thời gian chờ bảo dưỡng khiến mình hơi lo, nếu chủ yếu đi trong thành phố.",negative
EVVN-00049,2021-09-16,BYD,YouTube,"Theo trải nghiệm của mình, thông số nhà sản xuất khá tốt nhưng cần kiểm chứng qua sử dụng thực tế.",neutral
EVVN-00050,2021-09-16,BYD,Facebook,"Sau khi dùng xe một thời gian, tính năng khá nhiều nhưng mình chưa dùng hết.",neutral
EVVN-00051,2021-09-16,VinFast,YouTube,"Xe đi trong phố nhẹ nhàng, phù hợp nhu cầu gia đình.",positive
EVVN-00052,2021-09-17,Kia,YouTube,Mình rất hài lòng với khả năng vận hành của xe.,positive
EVVN-00053,2021-09-17,MG,Facebook,"Mình thấy xe chạy êm, tăng tốc tốt và cảm giác lái khá ổn.",positive
EVVN-00054,2021-09-17,MG,Forum,"Hệ thống hỗ trợ lái hoạt động tốt và dễ sử dụng, nên mình vẫn đang cân nhắc.",positive
EVVN-00055,2021-09-17,Kia,Review site,"Ở góc độ người dùng, xe chạy êm, tăng tốc tốt và cảm giác lái khá ổn.",positive
EVVN-00056,2021-09-17,VinFast,Dealer,"Theo trải nghiệm của mình, thiết kế đẹp, nội thất hiện đại và nhiều công nghệ, so với các mẫu xe mình từng trải nghiệm.",positive
EVVN-00057,2021-09-18,Tesla,Dealer,Đây là mẫu xe đáng cân nhắc nhưng cần xem thêm các đối thủ.,neutral
EVVN-00058,2021-09-18,Tesla,YouTube,"Sau chuyến đi gần đây, giá xe vẫn khá cao so với khả năng tài chính của mình.",negative
EVVN-00059,2021-09-18,VinFast,Facebook,"Cá nhân mình thấy chi phí sử dụng có vẻ hợp lý, tuy nhiên còn phụ thuộc cách sạc.",neutral
EVVN-00060,2021-09-18,BYD,Review site,Mạng lưới trạm sạc ở khu vực mình sống chưa thật sự thuận tiện.,negative
EVVN-00061,2021-09-18,MG,Review site,"Theo trải nghiệm của mình, sau một thời gian sử dụng mình thấy xe ổn định và đáng tiền.",positive
EVVN-00062,2021-09-18,MG,YouTube,"Theo trải nghiệm của mình, sạc nhanh và tiện, phù hợp với nhu cầu đi lại hàng ngày.",positive
EVVN-00063,2021-09-19,Tesla,Facebook,"Điều hòa làm giảm tầm hoạt động khá rõ trong những ngày nóng, nếu chủ yếu đi trong thành phố.",negative
EVVN-00064,2021-09-19,VinFast,Forum,"Sau chuyến đi gần đây, khả năng vận hành ở mức ổn, chưa thấy vấn đề nghiêm trọng, nếu chủ yếu đi trong thành phố.",neutral
EVVN-00065,2021-09-19,Kia,Review site,"Cá nhân mình thấy sạc nhanh và tiện, phù hợp với nhu cầu đi lại hàng ngày.",positive
EVVN-00066,2021-09-19,Kia,YouTube,"Xe có nhiều tính năng thông minh trong tầm giá, nếu chủ yếu đi trong thành phố.",positive
EVVN-00067,2021-09-19,Hyundai,Forum,"Xe phù hợp đi phố, còn đường dài thì mình chưa có nhiều trải nghiệm, nên mình vẫn đang cân nhắc.",neutral
EVVN-00068,2021-09-19,VinFast,Dealer,"Ở góc độ người dùng, dịch vụ sau bán hàng chưa đồng đều giữa các đại lý, so với các mẫu xe mình từng trải nghiệm.",negative
EVVN-00069,2021-09-19,VinFast,Facebook,Cá nhân mình thấy mình thích cảm giác lái và độ ổn định của xe.,positive
EVVN-00071,2021-09-20,VinFast,YouTube,Tầm hoạt động thực tế khá tốt nếu chạy trong điều kiện bình thường.,positive
EVVN-00072,2021-09-20,VinFast,Dealer,"Sạc nhanh và tiện, phù hợp với nhu cầu đi lại hàng ngày, trong nhu cầu đi lại hàng ngày.",positive
EVVN-00073,2021-09-21,Wuling,Forum,"Sau khi dùng xe một thời gian, thông số nhà sản xuất khá tốt nhưng cần kiểm chứng qua sử dụng thực tế.",neutral
EVVN-00074,2021-09-21,VinFast,Forum,"Xe chạy êm, tăng tốc tốt và cảm giác lái khá ổn, so với các mẫu xe mình từng trải nghiệm.",positive
EVVN-00075,2021-09-21,VinFast,Forum,"Qua lần lái thử, xe chạy êm, tăng tốc tốt và cảm giác lái khá ổn, nên mình vẫn đang cân nhắc.",positive
EVVN-00076,2021-09-21,Kia,Facebook,"Sau chuyến đi gần đây, tầm hoạt động thực tế thấp hơn kỳ vọng, nhất là khi chạy cao tốc.",negative
EVVN-00077,2021-09-21,Kia,YouTube,"Theo trải nghiệm của mình, mình mới lái thử nên chưa thể đánh giá chính xác về độ bền.",neutral
EVVN-00078,2021-09-21,Wuling,Forum,Giá xe vẫn khá cao so với khả năng tài chính của mình.,negative
EVVN-00079,2021-09-21,Tesla,Dealer,"Khả năng cách âm tốt, đi cao tốc vẫn khá dễ chịu.",positive
EVVN-00080,2021-09-21,Tesla,Facebook,"Sau khi dùng xe một thời gian, mình rất hài lòng với khả năng vận hành của xe.",positive
EVVN-00082,2021-09-22,Kia,Forum,"Mình thấy xe có ưu và nhược điểm riêng, chưa nghiêng hẳn về bên nào.",neutral
EVVN-00083,2021-09-22,Wuling,Review site,Cá nhân mình thấy giá hiện tại nằm trong khoảng mình đang tham khảo.,neutral
EVVN-00085,2021-09-22,Tesla,Facebook,"Khả năng vận hành ở mức ổn, chưa thấy vấn đề nghiêm trọng.",neutral
EVVN-00087,2021-09-22,Kia,Review site,"Thiết kế ổn, nhưng mình vẫn cần thêm thời gian để quyết định.",neutral
EVVN-00088,2021-09-23,Wuling,Facebook,"Xe đi trong phố nhẹ nhàng, phù hợp nhu cầu gia đình, ở thời điểm hiện tại.",positive
EVVN-00089,2021-09-23,VinFast,Forum,"Sau khi dùng xe một thời gian, mình chưa hài lòng với chất lượng hoàn thiện của nội thất.",negative
EVVN-00092,2021-09-23,BYD,Dealer,"Cá nhân mình thấy phần mềm đôi lúc bị chậm và có vài lỗi nhỏ, so với các mẫu xe mình từng trải nghiệm.",negative
EVVN-00095,2021-09-24,Tesla,Forum,"Xe đi trong phố nhẹ nhàng, phù hợp nhu cầu gia đình, nên mình vẫn đang cân nhắc.",positive
EVVN-00096,2021-09-25,Wuling,YouTube,Mình thích cảm giác lái và độ ổn định của xe.,positive
EVVN-00097,2021-09-25,MG,Review site,"Chi phí sử dụng hàng ngày khá tiết kiệm so với xe xăng, nên mình vẫn đang cân nhắc.",positive
EVVN-00098,2021-09-25,VinFast,Forum,Điều hòa làm giảm tầm hoạt động khá rõ trong những ngày nóng.,negative
EVVN-00099,2021-09-25,VinFast,Review site,"Dịch vụ tại đại lý nhiệt tình, tư vấn khá rõ ràng.",positive
EVVN-00101,2021-09-25,VinFast,Dealer,"Theo trải nghiệm của mình, xe đi trong phố nhẹ nhàng, phù hợp nhu cầu gia đình, so với các mẫu xe mình từng trải nghiệm.",positive
EVVN-00102,2021-09-26,VinFast,Forum,"Ở góc độ người dùng, mình mới sử dụng vài tuần nên chưa có kết luận cuối cùng.",neutral
EVVN-00103,2021-09-26,Tesla,Forum,"Sau chuyến đi gần đây, thiết kế đẹp, nội thất hiện đại và nhiều công nghệ.",positive
EVVN-00104,2021-09-26,VinFast,YouTube,"Theo trải nghiệm của mình, hệ thống hỗ trợ lái hoạt động tốt và dễ sử dụng.",positive
EVVN-00106,2021-09-27,VinFast,Forum,"Sau khi dùng xe một thời gian, mình thích cảm giác lái và độ ổn định của xe.",positive
EVVN-00107,2021-09-27,BYD,YouTube,"Theo trải nghiệm của mình, mình thích cảm giác lái và độ ổn định của xe.",positive
EVVN-00108,2021-09-28,Tesla,YouTube,"Chi phí sử dụng hàng ngày khá tiết kiệm so với xe xăng, trong nhu cầu đi lại hàng ngày.",positive
EVVN-00109,2021-09-28,Tesla,Facebook,"Mình rất hài lòng với khả năng vận hành của xe, nên mình vẫn đang cân nhắc.",positive
EVVN-00110,2021-09-28,Hyundai,Facebook,Xe có nhiều tính năng thông minh trong tầm giá.,positive
EVVN-00111,2021-09-28,BYD,Review site,"Qua lần lái thử, phụ tùng và thời gian chờ bảo dưỡng khiến mình hơi lo.",negative
EVVN-00112,2021-09-28,VinFast,Forum,Cá nhân mình thấy mức tiêu thụ điện thấp nên chi phí vận hành dễ chịu.,positive
EVVN-00113,2021-09-28,BYD,YouTube,Mình thấy khoang hành lý hơi nhỏ so với nhu cầu gia đình.,negative
EVVN-00115,2021-09-28,BYD,Forum,"Ở góc độ người dùng, không gian nội thất rộng, ngồi hàng ghế sau khá thoải mái, ở thời điểm hiện tại.",positive
EVVN-00116,2021-09-28,MG,Review site,"Ở góc độ người dùng, xe phù hợp đi phố, còn đường dài thì mình chưa có nhiều trải nghiệm.",neutral
EVVN-00117,2021-09-29,Tesla,Review site,"Ở góc độ người dùng, tầm hoạt động thực tế khá tốt nếu chạy trong điều kiện bình thường.",positive
EVVN-00118,2021-09-29,Tesla,Review site,"Qua lần lái thử, mình thích cảm giác lái và độ ổn định của xe.",positive
EVVN-00119,2021-09-29,Wuling,Facebook,"Sau khi dùng xe một thời gian, mình mới sử dụng vài tuần nên chưa có kết luận cuối cùng.",neutral
EVVN-00121,2021-09-30,VinFast,Facebook,"Hệ thống hỗ trợ lái hoạt động tốt và dễ sử dụng, trong nhu cầu đi lại hàng ngày.",positive
EVVN-00122,2021-09-30,MG,Facebook,"Đây là mẫu xe đáng cân nhắc nhưng cần xem thêm các đối thủ, so với các mẫu xe mình từng trải nghiệm.",neutral
EVVN-00123,2021-09-30,Tesla,Dealer,"Cá nhân mình thấy xe chạy êm, tăng tốc tốt và cảm giác lái khá ổn.",positive
EVVN-00124,2021-09-30,VinFast,YouTube,"Theo trải nghiệm của mình, dịch vụ tại đại lý nhiệt tình, tư vấn khá rõ ràng.",positive
EVVN-00125,2021-10-01,BYD,Forum,"Sau chuyến đi gần đây, hệ thống hỗ trợ lái hoạt động tốt và dễ sử dụng, so với các mẫu xe mình từng trải nghiệm.",positive
EVVN-00126,2021-10-01,MG,Dealer,"Khả năng cách âm tốt, đi cao tốc vẫn khá dễ chịu, nếu chủ yếu đi trong thành phố.",positive
EVVN-00128,2021-10-02,VinFast,Review site,Cá nhân mình thấy một số tính năng chưa hoạt động ổn định như quảng cáo.,negative
EVVN-00129,2021-10-02,BYD,Forum,Thông số nhà sản xuất khá tốt nhưng cần kiểm chứng qua sử dụng thực tế.,neutral
EVVN-00131,2021-10-02,VinFast,Review site,Mình thấy mình rất hài lòng với khả năng vận hành của xe.,positive
EVVN-00132,2021-10-03,Wuling,Facebook,"Sau khi dùng xe một thời gian, xe chạy êm, tăng tốc tốt và cảm giác lái khá ổn.",positive
EVVN-00133,2021-10-03,BYD,Dealer,"Qua lần lái thử, mình đang so sánh mẫu xe này với một vài lựa chọn khác.",neutral
EVVN-00134,2021-10-03,Tesla,YouTube,"Mình thấy tầm hoạt động thực tế khá tốt nếu chạy trong điều kiện bình thường, nếu chủ yếu đi trong thành phố.",positive
EVVN-00135,2021-10-03,VinFast,Review site,"Sau chuyến đi gần đây, xe khá nặng nên cảm giác phanh chưa thật sự tự nhiên.",negative
EVVN-00136,2021-10-03,VinFast,YouTube,"Ở góc độ người dùng, mình thấy xe có ưu và nhược điểm riêng, chưa nghiêng hẳn về bên nào.",neutral
EVVN-00137,2021-10-04,Kia,Review site,"Sau chuyến đi gần đây, chi phí sử dụng hàng ngày khá tiết kiệm so với xe xăng.",positive
EVVN-00139,2021-10-04,BYD,Facebook,"Khả năng cách âm tốt, đi cao tốc vẫn khá dễ chịu, trong nhu cầu đi lại hàng ngày.",positive
EVVN-00140,2021-10-05,BYD,Forum,"Chi phí sử dụng có vẻ hợp lý, tuy nhiên còn phụ thuộc cách sạc.",neutral
EVVN-00141,2021-10-05,VinFast,Forum,"Sau chuyến đi gần đây, dịch vụ đại lý khá bình thường, chưa có điểm gì đặc biệt.",neutral
EVVN-00142,2021-10-05,Wuling,YouTube,"Sau chuyến đi gần đây, sạc nhanh và tiện, phù hợp với nhu cầu đi lại hàng ngày.",positive
EVVN-00143,2021-10-05,VinFast,Facebook,"Qua lần lái thử, dịch vụ tại đại lý nhiệt tình, tư vấn khá rõ ràng, nên mình vẫn đang cân nhắc.",positive
EVVN-00144,2021-10-06,VinFast,YouTube,Chi phí sử dụng hàng ngày khá tiết kiệm so với xe xăng.,positive
EVVN-00145,2021-10-06,Tesla,Facebook,"Không gian nội thất rộng, ngồi hàng ghế sau khá thoải mái, trong nhu cầu đi lại hàng ngày.",positive
EVVN-00146,2021-10-06,VinFast,YouTube,Mình thấy phần mềm đôi lúc bị chậm và có vài lỗi nhỏ.,negative
EVVN-00147,2021-10-06,MG,Forum,"Ở góc độ người dùng, giá xe vẫn khá cao so với khả năng tài chính của mình.",negative
EVVN-00148,2021-10-06,Kia,YouTube,"Theo trải nghiệm của mình, khả năng cách âm tốt, đi cao tốc vẫn khá dễ chịu.",positive
EVVN-00149,2021-10-06,Wuling,Dealer,"Sau chuyến đi gần đây, phần mềm đôi lúc bị chậm và có vài lỗi nhỏ.",negative
EVVN-00150,2021-10-06,BYD,YouTube,"Sau khi dùng xe một thời gian, mình đang so sánh mẫu xe này với một vài lựa chọn khác.",neutral
EVVN-00151,2021-10-07,MG,Dealer,Mức tiêu thụ điện thấp nên chi phí vận hành dễ chịu.,positive
EVVN-00152,2021-10-07,Kia,Forum,Một số tính năng chưa hoạt động ổn định như quảng cáo.,negative
EVVN-00153,2021-10-07,VinFast,YouTube,Cá nhân mình thấy sau một thời gian sử dụng mình thấy xe ổn định và đáng tiền.,positive
EVVN-00154,2021-10-08,BYD,Forum,"Theo trải nghiệm của mình, xe chạy êm, tăng tốc tốt và cảm giác lái khá ổn, so với các mẫu xe mình từng trải nghiệm.",positive
EVVN-00155,2021-10-08,VinFast,YouTube,"Thời gian sạc vẫn hơi lâu nếu cần đi đường dài, nếu chủ yếu đi trong thành phố.",negative
EVVN-00158,2021-10-08,VinFast,Dealer,"Sau chuyến đi gần đây, mình rất hài lòng với khả năng vận hành của xe.",positive
EVVN-00161,2021-10-09,Tesla,Forum,Mình thấy không gian xe ở mức ổn đối với nhu cầu của gia đình mình.,neutral
EVVN-00162,2021-10-09,VinFast,Review site,"Xe phù hợp đi phố, còn đường dài thì mình chưa có nhiều trải nghiệm.",neutral
EVVN-00164,2021-10-10,Tesla,Dealer,"Ở góc độ người dùng, khoang hành lý hơi nhỏ so với nhu cầu gia đình.",negative
EVVN-00165,2021-10-10,BYD,YouTube,"Ở góc độ người dùng, chi phí sử dụng có vẻ hợp lý, tuy nhiên còn phụ thuộc cách sạc.",neutral
EVVN-00167,2021-10-10,Hyundai,YouTube,"Theo trải nghiệm của mình, xe khá nặng nên cảm giác phanh chưa thật sự tự nhiên.",negative
EVVN-00168,2021-10-11,VinFast,YouTube,"Sau khi dùng xe một thời gian, dịch vụ sau bán hàng chưa đồng đều giữa các đại lý.",negative
EVVN-00169,2021-10-11,MG,Forum,"Ở góc độ người dùng, khả năng cách âm tốt, đi cao tốc vẫn khá dễ chịu, ở thời điểm hiện tại.",positive
EVVN-00170,2021-10-12,MG,Forum,"Ở góc độ người dùng, tầm hoạt động thực tế thấp hơn kỳ vọng, nhất là khi chạy cao tốc.",negative
EVVN-00171,2021-10-12,Kia,Facebook,"Cá nhân mình thấy phụ tùng và thời gian chờ bảo dưỡng khiến mình hơi lo, so với các mẫu xe mình từng trải nghiệm.",negative
EVVN-00172,2021-10-12,Kia,Review site,Cá nhân mình thấy dịch vụ sau bán hàng chưa đồng đều giữa các đại lý.,negative
EVVN-00173,2021-10-13,Kia,Forum,"Sau một thời gian sử dụng mình thấy xe ổn định và đáng tiền, so với các mẫu xe mình từng trải nghiệm.",positive
EVVN-00174,2021-10-13,VinFast,Dealer,"Sau chuyến đi gần đây, thông số nhà sản xuất khá tốt nhưng cần kiểm chứng qua sử dụng thực tế.",neutral
EVVN-00175,2021-10-13,Kia,Review site,"Qua lần lái thử, khả năng vận hành ở mức ổn, chưa thấy vấn đề nghiêm trọng.",neutral
EVVN-00176,2021-10-14,MG,Forum,Khả năng giữ giá của xe vẫn là điều mình khá băn khoăn.,neutral
EVVN-00178,2021-10-14,Kia,Review site,"Cá nhân mình thấy mình rất hài lòng với khả năng vận hành của xe, ở thời điểm hiện tại.",positive
EVVN-00180,2021-10-14,MG,YouTube,"Sau chuyến đi gần đây, điều hòa làm giảm tầm hoạt động khá rõ trong những ngày nóng.",negative
EVVN-00181,2021-10-14,VinFast,Forum,"Theo trải nghiệm của mình, xe chạy êm, tăng tốc tốt và cảm giác lái khá ổn.",positive
EVVN-00183,2021-10-14,Kia,YouTube,"Sau khi dùng xe một thời gian, khoang hành lý hơi nhỏ so với nhu cầu gia đình.",negative
EVVN-00184,2021-10-14,Kia,YouTube,"Cá nhân mình thấy tầm hoạt động công bố khá tốt, mình chưa kiểm tra trong thực tế.",neutral
EVVN-00186,2021-10-15,Kia,Dealer,"Sau chuyến đi gần đây, dịch vụ tại đại lý nhiệt tình, tư vấn khá rõ ràng.",positive
EVVN-00187,2021-10-15,Wuling,Dealer,"Cá nhân mình thấy mình thấy xe có ưu và nhược điểm riêng, chưa nghiêng hẳn về bên nào, ở thời điểm hiện tại.",neutral
EVVN-00189,2021-10-15,Wuling,Dealer,Cá nhân mình thấy chi phí sử dụng hàng ngày khá tiết kiệm so với xe xăng.,positive
EVVN-00190,2021-10-15,Tesla,YouTube,"Tầm hoạt động công bố khá tốt, mình chưa kiểm tra trong thực tế.",neutral
EVVN-00192,2021-10-16,Tesla,Forum,Giá xe vẫn khá cao so với khả năng tài chính của mình.,negative
EVVN-00193,2021-10-16,Hyundai,Review site,"Qua lần lái thử, sau một thời gian sử dụng mình thấy xe ổn định và đáng tiền.",positive
EVVN-00194,2021-10-17,VinFast,Dealer,"Cá nhân mình thấy sạc nhanh và tiện, phù hợp với nhu cầu đi lại hàng ngày, ở thời điểm hiện tại.",positive
EVVN-00195,2021-10-17,MG,Facebook,Trải nghiệm thực tế chưa tốt như những bài quảng cáo mình xem.,negative
EVVN-00196,2021-10-17,Kia,Dealer,"Theo trải nghiệm của mình, sau một thời gian sử dụng mình thấy xe ổn định và đáng tiền, ở thời điểm hiện tại.",positive
EVVN-00197,2021-10-18,BYD,Dealer,"Sạc nhanh và tiện, phù hợp với nhu cầu đi lại hàng ngày.",positive
EVVN-00199,2021-10-18,BYD,Review site,Mạng lưới trạm sạc ở khu vực mình sống chưa thật sự thuận tiện.,negative
EVVN-00200,2021-10-18,Hyundai,YouTube,"Sau khi dùng xe một thời gian, sau một thời gian sử dụng mình thấy xe ổn định và đáng tiền.",positive
EVVN-00202,2021-10-18,VinFast,Facebook,"Cá nhân mình thấy xe phù hợp đi phố, còn đường dài thì mình chưa có nhiều trải nghiệm.",neutral
EVVN-00203,2021-10-19,Hyundai,Dealer,"Cá nhân mình thấy xe đi trong phố nhẹ nhàng, phù hợp nhu cầu gia đình.",positive
EVVN-00205,2021-10-19,BYD,Forum,"Sạc nhanh và tiện, phù hợp với nhu cầu đi lại hàng ngày.",positive
EVVN-00207,2021-10-20,MG,YouTube,"Mình thấy mình rất hài lòng với khả năng vận hành của xe, so với các mẫu xe mình từng trải nghiệm.",positive
EVVN-00208,2021-10-20,Hyundai,Forum,"Tầm hoạt động thực tế khá tốt nếu chạy trong điều kiện bình thường, nếu chủ yếu đi trong thành phố.",positive
EVVN-00211,2021-10-22,Tesla,Forum,"Ở góc độ người dùng, mình thích cảm giác lái và độ ổn định của xe.",positive
EVVN-00212,2021-10-22,BYD,YouTube,"Qua lần lái thử, đây là mẫu xe đáng cân nhắc nhưng cần xem thêm các đối thủ.",neutral
EVVN-00213,2021-10-22,VinFast,Review site,"Sau chuyến đi gần đây, khả năng cách âm tốt, đi cao tốc vẫn khá dễ chịu.",positive
EVVN-00216,2021-10-23,VinFast,Facebook,Mình thấy sau một thời gian sử dụng mình thấy xe ổn định và đáng tiền.,positive
EVVN-00218,2021-10-23,VinFast,Dealer,"Qua lần lái thử, chi phí sử dụng có vẻ hợp lý, tuy nhiên còn phụ thuộc cách sạc.",neutral
EVVN-00219,2021-10-24,MG,YouTube,"Cá nhân mình thấy mình thấy xe có ưu và nhược điểm riêng, chưa nghiêng hẳn về bên nào.",neutral
EVVN-00220,2021-10-24,BYD,Forum,"Cá nhân mình thấy xe khá nặng nên cảm giác phanh chưa thật sự tự nhiên, nên mình vẫn đang cân nhắc.",negative
EVVN-00221,2021-10-24,BYD,YouTube,"Cá nhân mình thấy dịch vụ tại đại lý nhiệt tình, tư vấn khá rõ ràng.",positive
EVVN-00222,2021-10-25,Wuling,YouTube,"Qua lần lái thử, dịch vụ đại lý khá bình thường, chưa có điểm gì đặc biệt.",neutral
EVVN-00223,2021-10-25,BYD,Forum,"Qua lần lái thử, phần mềm đôi lúc bị chậm và có vài lỗi nhỏ.",negative
EVVN-00224,2021-10-25,Tesla,Forum,Cá nhân mình thấy khả năng giữ giá của xe vẫn là điều mình khá băn khoăn.,neutral
EVVN-00226,2021-10-26,BYD,Review site,"Mình rất hài lòng với khả năng vận hành của xe, ở thời điểm hiện tại.",positive
EVVN-00227,2021-10-26,MG,YouTube,Phụ tùng và thời gian chờ bảo dưỡng khiến mình hơi lo.,negative
EVVN-00228,2021-10-26,BYD,Facebook,"Ở góc độ người dùng, khả năng cách âm tốt, đi cao tốc vẫn khá dễ chịu.",positive
EVVN-00229,2021-10-27,Tesla,Forum,"Theo trải nghiệm của mình, thiết kế đẹp, nội thất hiện đại và nhiều công nghệ.",positive
EVVN-00230,2021-10-27,VinFast,YouTube,Tầm hoạt động thực tế khá tốt nếu chạy trong điều kiện bình thường.,positive
